"tipo","tipo_id","sitio_id","sitio_nm"
PARED,"0f5168f7-7f00-0010-7080-00002ff0e4b1",ea7bb8b7-e3c7-4c73-9432-9c868b2002f1,DAPHNE MENOR
FONDO ROCOSO,"0bdcf7ab-7f00-0010-7080-0000b1c557ba",f4336fe6-a8e3-11e4-a1cb-6c3be5ba6ec8,EL ARCO
LAGUNA,"9694c3b0-c22e-4659-a8e5-be48a6d3a33a",d69f5ec3-2c25-4eb2-a2f2-c23a17f92518,EL JUNCO
PLAYA,"4eac8ea5-f80f-4f36-b0c2-fe5b1c63bf36",f4341176-a8e3-11e4-8952-6c3be5ba6ec8,GARRAPATERO
ISLOTE,"4b4ed12a-4fa8-42d9-8121-b588e72f7cee","64aac576-8e9f-413a-acc8-1918104c43d5",ISLOTE ENDERBY
FONDEADERO,"5f3a4546-2cd0-4da2-957b-373955010cd6","45b6aa3a-cdfe-4fdd-874a-1221fe68d180",ISLOTE OSBORN
ISLOTE,"4b4ed12a-4fa8-42d9-8121-b588e72f7cee",f436275e-a8e3-11e4-a5e8-6c3be5ba6ec8,ISLOTE TORTUGA
CUEVA,"1c23b1e8-6f2c-48ad-b37e-ddcb946ff43e",b16ecb4e-4f10-49b3-bb9a-23051565616c,CUEVA DE SUCRE
ISLOTE,"4b4ed12a-4fa8-42d9-8121-b588e72f7cee",f712ca8c-19c2-4c0c-989d-cb75a6a85ecd,PLAZA NORTE
ACANTILADO,ddc604ee-a9f0-4b4f-a45f-20db94f9a3ea,e6b62138-8870-4efe-be60-0dfa4351a8ee,CARAGUA
ISLOTE,"4b4ed12a-4fa8-42d9-8121-b588e72f7cee",e6b62138-8870-4efe-be60-0dfa4351a8ee,CARAGUA
ISLOTE,"4b4ed12a-4fa8-42d9-8121-b588e72f7cee",f4358b5a-a8e3-11e4-9b35-6c3be5ba6ec8,ISLOTE LA VENTANA
PUERTO,"55aa447a-b751-11e6-9347-000c29e38a2f","6b384a11-06ff-4689-954a-c21d273606a4",MANTA
ENSENADA,"006f72fb-f81a-47ff-8ce9-3e7c370c2011",f4368992-a8e3-11e4-bc77-6c3be5ba6ec8,LA FE
ROCA,"820d7f0c-cf83-4f38-af12-cf877f168e3a",eee84d70-a675-4228-8ffd-5d87fc8caace,LOLO SURF
BARRANCO,"0c177e29-7f00-0010-7080-000052020abd",eb03c685-ceaf-4510-af55-091f7bcb3a53,LA ENCAÑADA
SALA,d62d24b6-bef2-11e6-8fe7-000c29e38a2f,d2af49e8-b652-11e6-ad6e-000c29e38a2f,DPNG - OFICINA PRINCIPAL SANTA CRUZ
ENSENADA,"006f72fb-f81a-47ff-8ce9-3e7c370c2011",f4333c06-a8e3-11e4-b9ac-6c3be5ba6ec8,CONCHA DE PERLA
PUERTO,"55aa447a-b751-11e6-9347-000c29e38a2f",f43914b4-a8e3-11e4-9551-6c3be5ba6ec8,PUERTO VILLAMIL
ISLOTE,"4b4ed12a-4fa8-42d9-8121-b588e72f7cee",fbf11585-da5f-4df3-9992-6b2e780b359f,ISLOTE WATSON
BAHÍA,"810df77e-a8d8-4ca0-abb3-78d1eb10f828","51d661c0-573b-453b-94e8-7d09dc4b0321",LA LOBERÍA - ISLA ISABELA
PARED,"0f5168f7-7f00-0010-7080-00002ff0e4b1",e4db98ac-99ea-4ea5-b167-281bf1d85f28,LA BANANA
ISLOTE,"4b4ed12a-4fa8-42d9-8121-b588e72f7cee",f434a5aa-a8e3-11e4-b705-6c3be5ba6ec8,CAAMAÑO
ROCA,"820d7f0c-cf83-4f38-af12-cf877f168e3a",aa8ab722-6ce6-460e-906a-cdfd41e41d64,ROCA FELIPE
ENSENADA,"006f72fb-f81a-47ff-8ce9-3e7c370c2011",f436d53c-a8e3-11e4-bb7b-6c3be5ba6ec8,LAS PALMITAS
BAJO,"0c0c47e4-7f00-0010-7080-0000fa1d1680","1d1ae14d-b1ee-4df0-9980-2243762e96d5",BAJO DE CERRO BRUJO
PLAYA,"4eac8ea5-f80f-4f36-b0c2-fe5b1c63bf36","1d1ae14d-b1ee-4df0-9980-2243762e96d5",BAJO DE CERRO BRUJO
BAJO,"0c0c47e4-7f00-0010-7080-0000fa1d1680","5614f462-160f-11e5-80ee-6c3be5ba6ec8",TONGO REEF
ISLOTE,"4b4ed12a-4fa8-42d9-8121-b588e72f7cee",f4342dbe-a8e3-11e4-9ef1-6c3be5ba6ec8,ISLA COWLEY
ISLOTE,"4b4ed12a-4fa8-42d9-8121-b588e72f7cee",bdcc77f4-9173-4493-bdae-3fa9287a72c0,ISLOTE FIVE FINGERS
BAJO,"0c0c47e4-7f00-0010-7080-0000fa1d1680","1be29e9a-5fa8-4772-aa23-11cc18f9bf10",LOS CRÁTERES
ENSENADA,"006f72fb-f81a-47ff-8ce9-3e7c370c2011",f4383c9c-a8e3-11e4-947a-6c3be5ba6ec8,PUNTA CORMORANT 
SENDERO,"0f47d5e7-7f00-0010-7080-0000ca53b0e4",f4383c9c-a8e3-11e4-947a-6c3be5ba6ec8,PUNTA CORMORANT 
AEROPUERTO,b458fa52-e299-11e6-b977-000c29e38a2f,"3a23a3a2-160f-11e5-80ee-6c3be5ba6ec8",SAN CRISTOBAL
PUERTO,"55aa447a-b751-11e6-9347-000c29e38a2f","388f9852-7341-41e1-bca2-d256008ba991",LA LIBERTAD
PLAYA,"4eac8ea5-f80f-4f36-b0c2-fe5b1c63bf36","30badeca-a297-4049-9098-cf0aebb85116",MANGLECITO
PARED,"0f5168f7-7f00-0010-7080-00002ff0e4b1","8353949e-18bb-45ee-a3aa-8d0f77c7dbf5",PUNTA VICENTE ROCA
SALA,d62d24b6-bef2-11e6-8fe7-000c29e38a2f,e285b906-b652-11e6-ad6e-000c29e38a2f,UNIDAD TÉCNICA OPERATIVA SAN CRISTÓBAL
PLAYA,"4eac8ea5-f80f-4f36-b0c2-fe5b1c63bf36","5370ee82-9c29-4a7c-a2bd-195249911b27",PLAYA BAQUERIZO
ARRECIFE DE CORAL,b3d8afb0-0be7-417c-ba2f-d503faf46245,"5cb01c34-b83a-41a9-a41a-b7cc52ea434a",ISLOTE TORTUGA OESTE
BAJO,"0c0c47e4-7f00-0010-7080-0000fa1d1680","5033570c-b18f-46f5-896d-7d16f8ae8439",BAJO BAZÁN
PLAYA,"4eac8ea5-f80f-4f36-b0c2-fe5b1c63bf36","5033570c-b18f-46f5-896d-7d16f8ae8439",BAJO BAZÁN
BAHÍA,"810df77e-a8d8-4ca0-abb3-78d1eb10f828",f43039c0-a8e3-11e4-94b8-6c3be5ba6ec8,BAHÍA BORRERO
PUERTO,"55aa447a-b751-11e6-9347-000c29e38a2f",f438f7ea-a8e3-11e4-9b95-6c3be5ba6ec8,PUERTO BAQUERIZO MORENO
SENDERO,"0f47d5e7-7f00-0010-7080-0000ca53b0e4","324b60a4-47b4-48fa-8135-371578784f8e",CASA DE LA BARONESA
ACANTILADO,ddc604ee-a9f0-4b4f-a45f-20db94f9a3ea,"324b60a4-47b4-48fa-8135-371578784f8e",CASA DE LA BARONESA
BARRANCO,"0c177e29-7f00-0010-7080-000052020abd","819469d3-c35f-4bed-8a92-cead74b23c67",PUNTA ESTRADA
ROCA,"820d7f0c-cf83-4f38-af12-cf877f168e3a",c8ef969a-ebc7-44f3-8aed-a26b74d698d6,ROCA BALLENA
AEROPUERTO,b458fa52-e299-11e6-b977-000c29e38a2f,"742592d4-3097-11e5-afe0-6c3be5ba6ec8",BALTRA
PLAYA,"4eac8ea5-f80f-4f36-b0c2-fe5b1c63bf36","795f77d1-85ee-4c63-9997-c856bd98dc6e",PLAYA OCHOA
ROCA,"820d7f0c-cf83-4f38-af12-cf877f168e3a",ec310325-cc3c-45fa-b82c-0c33bbb1415d,ROCA SIN NOMBRE
PLAYA,"4eac8ea5-f80f-4f36-b0c2-fe5b1c63bf36","6ea66483-f264-41ea-89bf-046726700138",PLAYA GRANDE
PLAYA,"4eac8ea5-f80f-4f36-b0c2-fe5b1c63bf36","06d45c12-6507-4358-ac07-7e09219eeccd",PUNTA CAROLA
BAJO,"0c0c47e4-7f00-0010-7080-0000fa1d1680","0427bf14-1573-11e5-b179-6c3be5ba6ec8",EL ESTERO
BAHÍA,"810df77e-a8d8-4ca0-abb3-78d1eb10f828","43725ab0-c59d-423e-9b1b-b22d1db97fb6",BAHÍA PINGUINO
BARRANCO,"0c177e29-7f00-0010-7080-000052020abd","27a9b38c-6e72-448d-a3fe-fa5e36736a89",PUNTA CARRIÓN EXTERIOR
LAGUNA,"9694c3b0-c22e-4659-a8e5-be48a6d3a33a","37569234-2d79-4478-9c0c-125f7c88cfdb",LAGUNA DE LAS NINFAS
ROCA,"820d7f0c-cf83-4f38-af12-cf877f168e3a",be301b4f-6256-4c3a-ad8b-12171c50c20d,ROCA COUSIN
ROCA,"820d7f0c-cf83-4f38-af12-cf877f168e3a","91abfdde-1b58-409a-b27c-b19cef18b0d0",ROCA REDONDA
BARRANCO,"0c177e29-7f00-0010-7080-000052020abd","55002240-2f00-11e5-9aff-6c3be5ba6ec8",LA BOTELLA
PARED,"0f5168f7-7f00-0010-7080-00002ff0e4b1","2cc91f09-5e7a-4689-ba29-173bad865ee6",ISLOTE DUMB
PLAYA,"4eac8ea5-f80f-4f36-b0c2-fe5b1c63bf36",b84329fe-3097-11e5-afe0-6c3be5ba6ec8,PLAYA ESCONDIDA
ISLOTE,"4b4ed12a-4fa8-42d9-8121-b588e72f7cee","13e9c477-7ebe-4bd7-923c-5e51b87d4e35",ISLOTE CHAMPION
PARED,"0f5168f7-7f00-0010-7080-00002ff0e4b1","13e9c477-7ebe-4bd7-923c-5e51b87d4e35",ISLOTE CHAMPION
BAHÍA,"810df77e-a8d8-4ca0-abb3-78d1eb10f828","3c4df120-14af-11e5-850a-6c3be5ba6ec8",RUTA EL EMBARCADERO
BAHÍA,"810df77e-a8d8-4ca0-abb3-78d1eb10f828",f43225e6-a8e3-11e4-8569-6c3be5ba6ec8,CALERA
ISLOTE,"4b4ed12a-4fa8-42d9-8121-b588e72f7cee","4164f5b0-6bdb-4a4c-93f7-3e1a9cd4da5d",ISLOTE CUATRO HERMANOS
SENDERO,"0f47d5e7-7f00-0010-7080-0000ca53b0e4",f4385f56-a8e3-11e4-b8c3-6c3be5ba6ec8,PUNTA ESPINOZA
ENSENADA,"006f72fb-f81a-47ff-8ce9-3e7c370c2011",f4326696-a8e3-11e4-86f9-6c3be5ba6ec8,CALETA TAGUS
ISLOTE,"4b4ed12a-4fa8-42d9-8121-b588e72f7cee",f4326696-a8e3-11e4-86f9-6c3be5ba6ec8,CALETA TAGUS
ACANTILADO,ddc604ee-a9f0-4b4f-a45f-20db94f9a3ea,f43323ce-a8e3-11e4-86e3-6c3be5ba6ec8,CERRO TIJERETAS
CERRO,"5a7d93e3-34e5-4c8f-acef-2c012c2315c2",f43323ce-a8e3-11e4-86e3-6c3be5ba6ec8,CERRO TIJERETAS
BARRANCO,"0c177e29-7f00-0010-7080-000052020abd",f4338134-a8e3-11e4-b9b2-6c3be5ba6ec8,EL BARRANCO 
ISLOTE,"4b4ed12a-4fa8-42d9-8121-b588e72f7cee",fc6904db-f594-4955-9e7c-a409c06e8bd3,ISLOTE ALBANY
PARED,"0f5168f7-7f00-0010-7080-00002ff0e4b1",d932433f-4bca-4e8e-8869-901e94dce903,LEÓN DORMIDO
ISLOTE,"4b4ed12a-4fa8-42d9-8121-b588e72f7cee",d932433f-4bca-4e8e-8869-901e94dce903,LEÓN DORMIDO
PUNTA ,"04bb8c50-7f00-0010-3efb-0000e99dce4a",e17b31dd-e8ed-498f-976c-90bca228099d,PUNTA MEJÍA
SENDERO,"0f47d5e7-7f00-0010-7080-0000ca53b0e4","8ce351bd-300c-4ce8-8b70-cfa266dbbd5f",SEYMOUR NORTE
BAJO,"0c0c47e4-7f00-0010-7080-0000fa1d1680",eba808dc-15f3-11e5-860a-6c3be5ba6ec8,LOBERÍA CHICA
SENDERO,"0f47d5e7-7f00-0010-7080-0000ca53b0e4",f43abc6a-a8e3-11e4-af3c-6c3be5ba6ec8,TORTUGA BAY
MANGLAR,"7c479265-6c83-4146-a165-3709300983f5",f43abc6a-a8e3-11e4-af3c-6c3be5ba6ec8,TORTUGA BAY
PLAYA,"4eac8ea5-f80f-4f36-b0c2-fe5b1c63bf36",f43abc6a-a8e3-11e4-af3c-6c3be5ba6ec8,TORTUGA BAY
SENDERO,"0f47d5e7-7f00-0010-7080-0000ca53b0e4",f43748fa-a8e3-11e4-a630-6c3be5ba6ec8,MIRADOR DEL MANGO
PLAYA,"4eac8ea5-f80f-4f36-b0c2-fe5b1c63bf36",f439208a-a8e3-11e4-abbc-6c3be5ba6ec8,PUERTO CHINO
FONDO ROCOSO,"0bdcf7ab-7f00-0010-7080-0000b1c557ba","50f9b4f5-e5a6-4f14-85f2-d729e8c91f18",PUERTO COCA
BAHÍA,"810df77e-a8d8-4ca0-abb3-78d1eb10f828","269ecd94-067e-48cc-a709-eece3bf297ed",CALETA BUCANERO
CUEVA,"1c23b1e8-6f2c-48ad-b37e-ddcb946ff43e","269ecd94-067e-48cc-a709-eece3bf297ed",CALETA BUCANERO
ISLOTE,"4b4ed12a-4fa8-42d9-8121-b588e72f7cee",f43451fe-a8e3-11e4-8139-6c3be5ba6ec8,ISLA GARDNER - ESPAÑOLA
SENDERO,"0f47d5e7-7f00-0010-7080-0000ca53b0e4",f436fd8c-a8e3-11e4-b33c-6c3be5ba6ec8,LOS GEMELOS
PUNTA ,"04bb8c50-7f00-0010-3efb-0000e99dce4a","0684dbea-7f00-0010-0820-0000cc1d1901",PUNTA BOWDITCH
SENDERO,"0f47d5e7-7f00-0010-7080-0000ca53b0e4",f4369aa4-a8e3-11e4-b2ae-6c3be5ba6ec8,LA LOBERÍA - ISLA SAN CRISTÓBAL
ROCA,"820d7f0c-cf83-4f38-af12-cf877f168e3a",dc6f658e-ff6e-41c0-b799-1e44e59dbba0,ROCAS GORDON
PUERTO,"55aa447a-b751-11e6-9347-000c29e38a2f",e824280a-b7df-11e6-9c72-000c29e38a2f,PUERTO AYORA
BARRANCO,"0c177e29-7f00-0010-7080-000052020abd",f4398322-a8e3-11e4-a376-6c3be5ba6ec8,PUNTA PITT
PLAYA,"4eac8ea5-f80f-4f36-b0c2-fe5b1c63bf36",f4398322-a8e3-11e4-a376-6c3be5ba6ec8,PUNTA PITT
SALA,d62d24b6-bef2-11e6-8fe7-000c29e38a2f,"3b20e288-b654-11e6-b8ea-000c29e38a2f",CENTRO COMUNITARIO MIGUEL ANGEL CIFUENTES
SENDERO,"0f47d5e7-7f00-0010-7080-0000ca53b0e4",c28ab0f9-a886-4a82-9d24-15229cb0dad2,SENDERO LOS PULPOS
PARED,"0f5168f7-7f00-0010-7080-00002ff0e4b1",ae4030af-978d-420a-844c-7ee2b8c917cc,GUY FAWKES SUR
PARED,"0f5168f7-7f00-0010-7080-00002ff0e4b1","3af66e4c-c7de-4b06-8c75-12ee315c86a2",PARED TIJERETAS
SALA,d62d24b6-bef2-11e6-8fe7-000c29e38a2f,f3413dd8-b652-11e6-ad6e-000c29e38a2f,OFICINA TECNICA ISABELA
SALA,d62d24b6-bef2-11e6-8fe7-000c29e38a2f,dad00a84-b654-11e6-b8ea-000c29e38a2f,CENTRO DE INTERPRETACION AMBIENTAL GIANNI ARISMENDI
FONDO ROCOSO,"0bdcf7ab-7f00-0010-7080-0000b1c557ba",ce97bd80-bc4a-4eaf-b817-1ad7420b0a5c,ISLOTE MOSQUERA
ISLOTE,"4b4ed12a-4fa8-42d9-8121-b588e72f7cee",ce97bd80-bc4a-4eaf-b817-1ad7420b0a5c,ISLOTE MOSQUERA
