"sitio_id","sitio_nm","id","actividad_id","actividad_label","abreviatura_id","abreviatura_label","carga_actividad"
"819469d3-c35f-4bed-8a92-cead74b23c67",PUNTA ESTRADA,"342a0a54-65dc-4980-9dd4-4d9553c2e53b",bf289c8a-b410-4af1-89d4-fe657fbc7d2e,BUCEO DE INSTRUCCIÓN,bf289c8a-b410-4af1-89d4-fe657fbc7d2e,BI,2
f4398322-a8e3-11e4-a376-6c3be5ba6ec8,PUNTA PITT,a1bc85f5-dc72-4af7-a452-58030d5b001a,"0c537320-7f00-0010-3efb-00005520442a",TABLA REMO,"0c537320-7f00-0010-3efb-00005520442a",TR,0
"9a95afef-e3b4-4e7f-969e-b08651d5d89c",BALTRA NE,"924e7ad8-30dd-4eb5-bf53-af1b1a51615c","931a24f3-05e2-45e2-b61e-34a358b440c5",SNORKEL,"931a24f3-05e2-45e2-b61e-34a358b440c5",SN,
cc25f81b-0c54-4477-b15d-cba7908ac5ee,EL ARENAL,a52f9dd2-bd7f-4296-96c4-33fabbf67eac,ef0b6210-2ad4-4691-b2ab-fb9ad873d39f,BUCEO SCUBA,ef0b6210-2ad4-4691-b2ab-fb9ad873d39f,SC,
f43abc6a-a8e3-11e4-af3c-6c3be5ba6ec8,TORTUGA BAY,a64fff10-505b-4a19-9f0e-455cbb5a5d92,ff75bbd1-c4a1-4c21-9dba-ff444b7dba84,KAYAK,ff75bbd1-c4a1-4c21-9dba-ff444b7dba84,KY,0
b2807b24-f4fc-4098-aa3d-4b3d831172cb,LA PREDIAL,"2f18d92a-bbaf-464a-877c-4687025f8d5b",fe8c554a-f0a7-42c2-be50-ab53cc202931,BUCEO NOCTURNO,fe8c554a-f0a7-42c2-be50-ab53cc202931,BN,0
"728f089b-6267-4a91-947a-03e436a5ea1b",SEYMOUR CANAL,"8fcc55d6-2bc7-40af-b9a1-9705471a52c1","931a24f3-05e2-45e2-b61e-34a358b440c5",SNORKEL,"931a24f3-05e2-45e2-b61e-34a358b440c5",SN,
"4e8d23e7-108e-4b79-a104-352c1dd70e19",ISLOTE PUNTA PITT,"4472ee0c-9070-4f8f-9059-715c2f3088a8",ef0b6210-2ad4-4691-b2ab-fb9ad873d39f,BUCEO SCUBA,ef0b6210-2ad4-4691-b2ab-fb9ad873d39f,SC,
cf0492d7-13d2-44fd-8cf8-46efe821e365,CABO MARSHALL,"8cb73096-a1e7-4017-9599-b3e0a9ec5cea",fe8c554a-f0a7-42c2-be50-ab53cc202931,BUCEO NOCTURNO,fe8c554a-f0a7-42c2-be50-ab53cc202931,BN,
"9361abc2-97ab-49d5-83e5-54cb82df7e3b",CABO IBBETSON,b62280c3-1a6a-41d4-9d43-2cce30c4a8f3,ef0b6210-2ad4-4691-b2ab-fb9ad873d39f,BUCEO SCUBA,ef0b6210-2ad4-4691-b2ab-fb9ad873d39f,SC,
"30a23830-1a52-4462-944c-915c5aca1e3c",CABO CHALMERS,"5ad65717-b6df-492c-b06c-9e70acd3d557",ef0b6210-2ad4-4691-b2ab-fb9ad873d39f,BUCEO SCUBA,ef0b6210-2ad4-4691-b2ab-fb9ad873d39f,SC,
"9cf86800-858f-483a-bfee-a88142feeff3",SEYMOUR NE,aa0c8643-d958-4a62-aef1-216720e598c8,"931a24f3-05e2-45e2-b61e-34a358b440c5",SNORKEL,"931a24f3-05e2-45e2-b61e-34a358b440c5",SN,6
f438881e-a8e3-11e4-8749-6c3be5ba6ec8,LUZ DEL DIA,fdc2ee54-329f-4146-9dc4-0394b014f765,"57986a17-f816-41f2-bf46-6e64f281757a",PANGA RIDE,"57986a17-f816-41f2-bf46-6e64f281757a",PR,0
f4339e58-a8e3-11e4-b466-6c3be5ba6ec8,EL DERRUMBE,"11398c0d-ba07-4330-bd38-e9323f9c5c6c",ef0b6210-2ad4-4691-b2ab-fb9ad873d39f,BUCEO SCUBA,ef0b6210-2ad4-4691-b2ab-fb9ad873d39f,SC,
